"abbr_state","county","candidate","votes","percent_won","percent_complete","fips"
"nc","vance","democrat",12201,61.8,100,37181
"nc","vance","other",198,1,100,37181
"nc","vance","republican",7354,37.2,100,37181
"nc","wake","democrat",310956,59.9,100,37183
"nc","wake","other",11341,2.2,100,37183
"nc","wake","republican",196866,37.9,100,37183
"nc","warren","democrat",6726,66.3,100,37185
"nc","warren","other",107,1.1,100,37185
"nc","warren","republican",3311,32.6,100,37185
"nc","washington","democrat",3366,55.4,100,37187
"nc","washington","other",53,0.9,100,37187
"nc","washington","republican",2661,43.8,100,37187
"nc","watauga","democrat",15436,52.6,100,37189
"nc","watauga","other",991,3.4,100,37189
"nc","watauga","republican",12905,44,100,37189
"nc","wayne","democrat",21624,43.3,100,37191
"nc","wayne","other",672,1.3,100,37191
"nc","wayne","republican",27632,55.3,100,37191
"nc","wilkes","democrat",8231,26.6,100,37193
"nc","wilkes","other",609,2,100,37193
"nc","wilkes","republican",22118,71.4,100,37193
"nc","wilson","democrat",20323,53.8,100,37195
"nc","wilson","other",384,1,100,37195
"nc","wilson","republican",17047,45.2,100,37195
"nc","yadkin","democrat",4002,22.9,100,37197
"nc","yadkin","other",353,2,100,37197
"nc","yadkin","republican",13137,75.1,100,37197
"nc","yancey","democrat",3916,39.3,100,37199
"nc","yancey","other",228,2.3,100,37199
"nc","yancey","republican",5829,58.4,100,37199
"nh","belknap","democrat",14069,41.1,100,33001
"nh","belknap","other",1354,4,100,33001
"nh","belknap","republican",18773,54.9,100,33001
"nh","carroll","democrat",12503,43.4,100,33003
"nh","carroll","other",1126,3.9,100,33003
"nh","carroll","republican",15192,52.7,100,33003
"nh","cheshire","democrat",21471,53.2,100,33005
"nh","cheshire","other",1802,4.5,100,33005
"nh","cheshire","republican",17107,42.4,100,33005
"nh","coos","democrat",6993,46.4,100,33007
"nh","coos","other",702,4.7,100,33007
"nh","coos","republican",7374,48.9,100,33007
"nh","grafton","democrat",27621,55.8,100,33009
"nh","grafton","other",2215,4.5,100,33009
"nh","grafton","republican",19684,39.7,100,33009
"nh","hillsborough","democrat",95071,45.7,100,33011
"nh","hillsborough","other",9120,4.4,100,33011
"nh","hillsborough","republican",103688,49.9,100,33011
"nh","merrimack","democrat",41122,50.4,100,33013
"nh","merrimack","other",3159,3.9,100,33013
"nh","merrimack","republican",37249,45.7,100,33013
"nh","rockingham","democrat",74076,42,100,33015
"nh","rockingham","other",7499,4.3,100,33015
"nh","rockingham","republican",94865,53.8,100,33015
"nh","strafford","democrat",34165,51.6,100,33017
"nh","strafford","other",3127,4.7,100,33017
"nh","strafford","republican",28875,43.6,100,33017
"nh","sullivan","democrat",10244,46.6,100,33019
"nh","sullivan","other",995,4.5,100,33019
"nh","sullivan","republican",10765,48.9,100,33019
